,A1-A3,A4,C2,C3 / C4,C2 to C4,D,Total A1-A5w,Total A-C,Typology,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Building Use,Storeys,Has Basement,Grid_X,Grid_Y,Bays_X,Bays_Y
0,1711.637565806555,72.03909309470889,51.3993651137069,132.78095808338642,184.1803231970933,157.69321135866386,1887.3284345892662,2071.508757786359,RC Flat Slab,3126649.8884,3080.0,12498070.311283784,21.88654921845729,619.8749947427674,Office,13,Yes,5.0,11.0,2.0,2.0
1,1493.6822859899046,63.83525864426051,45.17897238628094,116.71238273186381,161.8913551181447,133.08968706506303,1648.0296976209922,1809.9210527391367,PT RC Flat Slab,3159542.5492,3080.0,11162369.172740407,22.11679784429707,542.2553556705485,Office,13,Yes,5.0,11.0,2.0,2.0
2,1474.9540158137252,63.08799120398752,44.34752691832984,114.56458519915356,158.9121121174834,135.7032573098068,1627.373671700984,1786.285783818467,RC Rib Slab,3188064.7262,3080.0,10963085.170577092,22.31645308359322,535.6136768781095,Office,13,Yes,5.0,11.0,2.0,2.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Two-way RC Slab,,3080.0,0.0,0.0,,Office,13,Yes,5.0,11.0,2.0,2.0
4,1444.2959748328383,62.02586192115805,43.28150185472338,111.81081951075139,155.09232136547473,135.28422145736403,1593.7721599458189,1748.8644813112933,One-Way Spanning RC,3072363.2774,3080.0,10743190.98565413,21.506542941814132,524.4411373011795,Office,13,Yes,5.0,11.0,2.0,2.0
5,1504.2234960517153,63.839894809626365,44.89129689279842,115.96925676757715,160.8605536603755,135.37531177589764,1652.1007571654427,1812.9613108258177,Precast Hollowcore with In-situ RC Beams,3023449.4773,3080.0,11122634.994824214,21.164146341388413,543.2678258139063,Office,13,Yes,5.0,11.0,2.0,2.0
6,1590.452749962304,83.51605167494596,44.32961448637883,114.52560938380074,158.85522387017954,44.78727778582214,1752.8862799053754,1911.7415037755543,Non-Composite Rolled Steel with PCC Planks,3751618.0209,3080.0,10924971.434604293,26.26132614596276,577.6453266400448,Office,13,Yes,5.0,11.0,2.0,2.0
7,1454.542040664815,77.65175242604849,37.74233747750743,97.51084809882744,135.2531855763349,1.1705955770742529,1608.0403504990675,1743.2935360754022,Composite Rolled Steel with Metal Decking,3524247.2137,3080.0,9644180.034889808,24.669730496212505,530.1006756478181,Office,13,Yes,5.0,11.0,2.0,2.0
8,1471.7464491048952,82.50541496401041,37.22703221243884,96.18156128889059,133.40859350132942,-16.63262889140776,1629.1083323961375,1762.5169258974668,Composite Cell Beams with Metal Decking,3656103.4285,3080.0,9509209.160542749,25.59272399967867,537.2406027259143,Office,13,Yes,5.0,11.0,2.0,2.0
9,1329.0842749745234,101.6731410119932,33.9486357212456,352.1357262259497,386.0843619471954,-64.5501370538755,1501.1767014889751,1624.2926638439174,Steel Frame with CLT Slabs,3799118.9669,3080.0,8807665.492641466,26.59383276857781,496.02939423946526,Office,13,Yes,5.0,11.0,2.0,2.0
