,A1-A3,A4,C2,C3 / C4,C2 to C4,D,Total A1-A5w,Total A-C,Typology,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Building Use,Storeys,Has Basement,Grid_X,Grid_Y,Bays_X,Bays_Y
0,2132.2855542026227,93.17737149764216,63.486804622658596,164.00867994179833,227.49548456445694,206.86422811429352,2354.501409368058,2581.9968939325145,RC Flat Slab,4382963.4811,5600.0,16047045.575386506,30.68074436782365,425.9253845956932,Residential,15,Yes,5.0,7.0,2.0,5.0
1,1974.4502371989283,86.86996733544824,59.48850182092542,153.68022759752978,213.16872941845523,180.9867275677013,2180.9311499351843,2394.099879353639,PT RC Flat Slab,4461390.2694,5600.0,15141488.996563686,31.22973188610041,395.02872889665804,Residential,15,Yes,5.0,7.0,2.0,5.0
2,2014.2226364215967,88.89425562648398,59.85247118271339,154.62043657979376,214.47290776250713,197.75350909744674,2224.9919726633634,2439.464880425871,RC Rib Slab,4579093.0273,5600.0,15285424.691035653,32.05365119085588,403.04386140253916,Residential,15,Yes,5.0,7.0,2.0,5.0
3,1928.7484846136833,85.69565398701758,55.73404215167828,143.98167306196834,199.71571521364663,214.836630688665,2130.8754881775176,2330.591203391165,Two-way RC Slab,4213786.243,5600.0,14332215.147321487,29.496503700758627,385.78071283540646,Residential,15,Yes,5.0,7.0,2.0,5.0
4,2000.991677070948,88.26402956981316,59.56015764476046,153.86532957663667,213.42548722139713,194.90196770218088,2210.347922643736,2423.773409865133,One-Way Spanning RC,4363543.2575,5600.0,15201503.757130131,30.54480280281441,400.1594152583126,Residential,15,Yes,5.0,7.0,2.0,5.0
5,2260.396789331256,96.24360476424913,66.89960164541937,172.8246484059593,239.7242500513786,210.01355105016114,2480.495064977286,2720.2193150286653,Precast Hollowcore with In-situ RC Beams,4594869.7794,5600.0,16661833.081333492,32.164088455506274,448.68913454157,Residential,15,Yes,5.0,7.0,2.0,5.0
6,2006.926155286576,109.73562071524198,55.558576775879104,143.53809292378864,199.09666969966773,55.58664881597649,2217.2407661433963,2416.3374358430638,Non-Composite Rolled Steel with PCC Planks,5225751.2621,5600.0,14243127.54318487,36.58025883435011,402.46804017459755,Residential,15,Yes,5.0,7.0,2.0,5.0
7,2138.2684817418126,118.39145817552894,53.51980085507396,138.27727611569787,191.79707697077188,-33.927285871953806,2364.512376787896,2556.3094537586676,Composite Rolled Steel with Metal Decking,5349202.5145,5600.0,13870849.32717789,37.444417601455754,428.92085614095566,Residential,15,Yes,5.0,7.0,2.0,5.0
8,2223.3291497766963,131.93309732290908,53.37979824381475,137.9200228702005,191.2998211140153,-68.88183682098239,2463.3999974527665,2654.6998185667817,Composite Cell Beams with Metal Decking,5845570.9179,5600.0,13837126.106458614,40.91899642543857,447.1998203353938,Residential,15,Yes,5.0,7.0,2.0,5.0
9,1779.6947451657538,144.5402742766001,45.98567348162405,604.2042515895238,650.189925071148,-101.59222024547086,2020.8971640062769,2188.3653765391978,Steel Frame with CLT Slabs,5143509.1158,5600.0,12379926.857156958,36.00456381081415,367.30387996733765,Residential,15,Yes,5.0,7.0,2.0,5.0
10,1778.2659981029108,153.08141144283968,47.203431692488785,829.4764418807532,876.679873573242,-133.83634685822685,2031.6308752906561,2204.681868863898,"CLT, Glulam and Steel Column Hybrid",5193411.7167,5600.0,12626407.65208337,36.353882016718764,369.28299237631694,Residential,15,Yes,5.0,7.0,2.0,5.0
0,4312.950283661293,253.57158083189682,129.62491184290263,334.9037131697052,464.528625012608,432.61126871493354,4827.885248519841,5292.413873532449,RC Flat Slab,9663298.7844,23760.0,44478422.25511494,67.6430914909271,206.04075505095824,Residential,10,Yes,5.0,6.0,9.0,8.0
1,4130.123916029746,246.71122365072824,125.55254631504823,324.3839413143437,449.93648762939193,393.7363327845558,4627.3750996401,5077.3115872694925,PT RC Flat Slab,10852922.8854,23760.0,43657319.127214864,75.97046019761483,197.95225420192403,Residential,10,Yes,5.0,6.0,9.0,8.0
2,3975.6853376802974,241.80684458988048,119.2433999455729,308.0860967434188,427.32949668899175,406.57677526758187,4458.392290414465,4885.721787103456,RC Rib Slab,10463835.1704,23760.0,42391253.45450434,73.24684619255315,190.72555288750073,Residential,10,Yes,5.0,6.0,9.0,8.0
3,3913.213150901561,239.92525065243564,113.40713314052071,293.00979898570824,406.4169321262289,464.0579508361448,4389.570182247009,4795.987114373237,Two-way RC Slab,8516345.8599,23760.0,41051579.52677642,59.6144210191661,187.25524424520938,Residential,10,Yes,5.0,6.0,9.0,8.0
4,3835.9693168158824,237.13165162752296,114.61641204831017,296.133619313828,410.7500313621383,400.9870844397762,4305.467393506311,4716.217424868449,One-Way Spanning RC,9354584.7142,23760.0,41479758.71927117,65.48209299917811,183.96252047582027,Residential,10,Yes,5.0,6.0,9.0,8.0
5,5143.684452352396,278.3981463798154,153.4691811175815,396.498447510654,549.9676286282356,461.74294058037896,5680.620932955852,6230.588561584088,Precast Hollowcore with In-situ RC Beams,10965565.3601,23760.0,49308675.07315546,76.75895752084273,242.31396845440636,Residential,10,Yes,5.0,6.0,9.0,8.0
6,4095.040574709392,313.4028820806974,109.9476917649094,284.103200879211,394.05089264412044,-26.476810559137146,4581.392347579199,4975.443240223318,Non-Composite Rolled Steel with PCC Planks,12744424.7777,23760.0,40583835.49458997,89.2109734439076,196.57421384777385,Residential,10,Yes,5.0,6.0,9.0,8.0
7,4451.261700675001,321.68188303134485,101.58985845260831,262.52905013188575,364.11890858449414,-347.9894247594183,4973.4734715040695,5337.592380088564,Composite Rolled Steel with Metal Decking,12156334.089,23760.0,38720918.46462635,85.09433862305463,212.90268561141096,Residential,10,Yes,5.0,6.0,9.0,8.0
8,5034.2518972944135,403.3829540183821,103.70805921413506,268.02630642506176,371.7343656391969,-546.3816269861313,5645.324654367671,6017.059020006866,Composite Cell Beams with Metal Decking,15068858.5879,23760.0,39140143.04892853,105.48201011543766,242.03731752875035,Residential,10,Yes,5.0,6.0,9.0,8.0
9,3081.936828314973,450.1632405105886,69.88451105744831,2177.6649014803643,2247.5494125378127,-701.2322661442793,3684.8050515910854,3946.2994182573366,Steel Frame with CLT Slabs,11577021.7942,23760.0,32309643.37428342,81.03915255908747,158.49512643729685,Residential,10,Yes,5.0,6.0,9.0,8.0
10,2986.269171034927,477.80323407735625,71.40724290542659,2975.4423090685245,3046.8495519739517,-826.1461066183975,3624.114844250488,3895.4231482244404,"CLT, Glulam and Steel Column Hybrid",11528994.8034,23760.0,32620397.824466646,80.70296362384755,155.92667541558652,Residential,10,Yes,5.0,6.0,9.0,8.0
0,848.149329982885,50.06830301980462,25.604538337322886,66.15296868335001,91.7575070206729,83.43231885237327,949.635621266038,1041.3931282867109,RC Flat Slab,1916231.8447,2592.0,8811585.311563268,13.413622913234597,371.5467763037317,Healthcare,5,Yes,6.0,6.0,6.0,2.0
1,805.8172157817678,48.31932774976624,24.755889202117856,63.960730480137826,88.71661968225567,72.93011327146675,903.0647779806036,991.7813976628593,PT RC Flat Slab,2052169.9684,2592.0,8615629.585275244,14.365189778839419,353.9467468207728,Healthcare,5,Yes,6.0,6.0,6.0,2.0
2,804.4689681308993,48.520201016263655,24.357191115999857,62.93080993974358,87.28800105574342,78.5129945241064,901.7737242815867,989.0617253373302,RC Rib Slab,1996460.9678,2592.0,8561745.295294318,13.975226774859602,353.2982064260981,Healthcare,5,Yes,6.0,6.0,6.0,2.0
3,819.2874078413564,49.189930265709506,24.309846628530504,62.808509226956375,87.11835585548687,87.6727776088193,918.0737750007509,1005.1921308562379,Two-way RC Slab,1882875.7546,2592.0,8552337.548156843,13.180130282505877,359.28005605063913,Healthcare,5,Yes,6.0,6.0,6.0,2.0
4,827.7012396990301,49.352163423244875,24.97555592299822,64.52817556139856,89.50373148439678,81.84686525601673,927.2307963700982,1016.734527854495,One-Way Spanning RC,1919741.8037,2592.0,8684619.573883165,13.438192625634132,362.9124185940325,Healthcare,5,Yes,6.0,6.0,6.0,2.0
5,876.6926310617944,50.481730281322186,26.684540753094375,68.94284079562608,95.62738154872045,76.1801879125363,975.0660765216135,1070.693458070334,Precast Hollowcore with In-situ RC Beams,1985944.4247,2592.0,9022227.555909134,13.901610973224841,381.54617573103326,Healthcare,5,Yes,6.0,6.0,6.0,2.0
6,823.9541500308294,56.308420611496004,23.820440855551634,61.5474883520979,85.36792920764955,28.280584140363338,922.5090226928289,1007.8769519004783,Non-Composite Rolled Steel with PCC Planks,2253002.5991,2592.0,8437278.144233359,15.771018193658138,361.99075651484844,Healthcare,5,Yes,6.0,6.0,6.0,2.0
7,871.2370300652946,58.214655338204594,23.07576611562932,59.62557790810584,82.70134402373515,-1.5948833780149414,974.9652742485197,1057.6666182722552,Composite Rolled Steel with Metal Decking,2244320.623,2592.0,8317404.934356765,15.710244360696016,382.20506119182704,Healthcare,5,Yes,6.0,6.0,6.0,2.0
8,893.059731528003,62.98405757915425,22.725082925768376,58.72136536598083,81.44644829174919,-16.083559363820513,1001.0305768732654,1082.4770251650145,Composite Cell Beams with Metal Decking,2414609.1986,2592.0,8243886.820671777,16.902264390385024,392.72100357393924,Healthcare,5,Yes,6.0,6.0,6.0,2.0
9,727.3944320233182,71.7885247185207,19.515947120250285,250.13404602687427,269.64999314712463,-44.35317342644209,838.9798504304315,910.0243389904001,Steel Frame with CLT Slabs,2331338.2371,2592.0,7564544.4015026735,16.319367659741093,329.9765501891098,Healthcare,5,Yes,6.0,6.0,6.0,2.0
10,723.9342485024453,75.92083966145226,20.112655029970114,367.9900580886981,388.10271311866813,-60.10276428357503,841.501784518147,915.3227696368153,"CLT, Glulam and Steel Column Hybrid",2411955.3802,2592.0,7685469.7589753615,16.88368766125422,331.1672346371147,Healthcare,5,Yes,6.0,6.0,6.0,2.0
0,9538.396141097937,359.6994188805812,271.51150015261777,701.4432872255586,972.9547873781762,1152.9674426857175,10473.291490756594,11446.246278134773,RC Flat Slab,17870973.6538,45056.0,57393220.34409731,125.09681557645948,235.22701319098576,Office,16,No,8.0,8.0,4.0,11.0
1,8032.305580618401,301.9598095244287,236.79491068076788,611.7630759718976,848.5579866526654,851.3373148390962,8820.097379340754,9668.655365993418,PT RC Flat Slab,19746335.938,45056.0,50097584.757189035,138.2243515660989,198.82638784860737,Office,16,No,8.0,8.0,4.0,11.0
2,8891.938680057481,334.9665801684192,254.06663814714443,656.3795602367552,910.4461983838995,1063.994350249711,9763.303014310553,10673.749212694456,RC Rib Slab,19768757.394,45056.0,53615452.283561274,138.38130175788496,219.76394522524058,Office,16,No,8.0,8.0,4.0,11.0
3,8485.057635508223,322.1225703057387,236.70913791427782,611.5415069774873,848.2506448917649,1109.534106862756,9318.05356939702,10166.304214288786,Two-way RC Slab,16466040.5779,45056.0,50104712.242210835,115.26228404530319,209.36869348016518,Office,16,No,8.0,8.0,4.0,11.0
4,9618.878723276304,361.02613733558917,279.1487840446305,721.1719887846573,1000.3207728292876,1077.0288595248974,10560.877832599028,11561.198605428319,One-Way Spanning RC,18411839.179,45056.0,58943584.331353314,128.88287425273737,237.25498727920285,Office,16,No,8.0,8.0,4.0,11.0
5,8930.658282871158,323.5007354707453,261.4640050330596,675.4885059927209,936.9525110257803,837.8350137766605,9683.572909096523,10620.525420122305,Precast Hollowcore with In-situ RC Beams,17834635.9945,45056.0,54955062.93098558,124.842451961433,217.69387786439,Office,16,No,8.0,8.0,4.0,11.0
6,8705.915198497749,533.6557269843831,215.7289945395728,557.4372097620345,773.1662043016074,-380.6997769633398,9554.878181759603,10328.044386061212,Non-Composite Rolled Steel with PCC Planks,25483606.6739,45056.0,45954227.32349691,178.3852467175798,216.02591061073292,Office,16,No,8.0,8.0,4.0,11.0
7,9457.683596230421,601.6458516331461,185.93772299621548,480.5321120103237,666.4698350065393,-1190.0207397570111,10434.181843545239,11100.65167855178,Composite Rolled Steel with Metal Decking,26716523.2681,45056.0,40077582.07183625,187.01566287653415,235.73325431511392,Office,16,No,8.0,8.0,4.0,11.0
8,10107.419180139665,711.8754079807974,183.35471358689543,473.8962924689761,657.2510060558716,-1482.6552491936861,11193.042235351288,11850.293241407162,Composite Cell Beams with Metal Decking,30671564.5928,45056.0,39531239.613586254,214.7009521495649,253.1903228759955,Office,16,No,8.0,8.0,4.0,11.0
9,6506.677851020247,906.6289400756656,119.73559870921532,5232.582160780136,5352.317759489351,-2107.388279566624,7692.037018001086,8148.36130144559,Steel Frame with CLT Slabs,23796110.5471,45056.0,26280667.012100585,166.57277382970213,174.4187187462444,Office,16,No,8.0,8.0,4.0,11.0
10,6303.183973423548,986.0791284434206,130.66809702057617,7911.537597770587,8042.205694791162,-2437.023837794527,7605.892274394046,8115.933258785209,"CLT, Glulam and Steel Column Hybrid",30352834.2753,45056.0,28711738.438415013,212.46983992712637,173.52543755151748,Office,16,No,8.0,8.0,4.0,11.0
