,A1-A3,A4,C2,C3 / C4,C2 to C4,D,Total A1-A5w,Total A-C,Typology,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Building Use,Storeys,Has Basement,Grid_X,Grid_Y,Bays_X,Bays_Y
0,29686.361799393148,1140.3007211281065,897.4157996036508,2318.611979998584,3216.0277796022347,2910.7198963751725,32626.61698043397,35842.64476003619,RC Flat Slab,43951329.6148,93312.0,193619630.8114648,307.6593073036767,352.9479197502748,Healthcare,6,No,9.0,12.0,8.0,18.0
1,19951.433907063016,785.1029072746436,622.6941392374331,1608.948475823555,2231.642615060988,1762.279602988218,21950.15160680337,24181.794221864366,PT RC Flat Slab,43956828.1274,93312.0,136870829.57287756,307.6977968920078,238.53147937773682,Healthcare,6,No,9.0,12.0,8.0,18.0
2,17805.885649650092,723.1477568818273,523.2234505784047,1351.9948836591504,1875.2183342375547,2128.860462381053,19606.67831553868,21481.89664977624,RC Rib Slab,39123417.9383,93312.0,117394710.53317858,273.86392556842037,213.05450789938166,Healthcare,6,No,9.0,12.0,8.0,18.0
3,23557.095283601364,958.1223715910379,584.1483184954521,1509.3765593514736,2093.524877846926,4421.3419473539825,25921.70008078534,28015.22495863227,Two-way RC Slab,44742102.5062,93312.0,129502748.63042386,313.1947175433808,281.1524219642567,Healthcare,6,No,9.0,12.0,8.0,18.0
4,20402.060890465127,812.0673566874959,605.146982000725,1563.6204988583877,2168.767480859112,2297.27471492867,22449.642058380385,24618.4095392395,One-Way Spanning RC,38354934.6531,93312.0,133670872.51157202,268.4845425719204,243.46414824408762,Healthcare,6,No,9.0,12.0,8.0,18.0
5,18290.985736896433,710.6730130670674,554.8559810270987,1433.7083254540876,1988.5643064811866,1594.4665455430106,19852.484280850676,21841.04858733187,Precast Hollowcore with In-situ RC Beams,36499174.7028,93312.0,123657925.65125538,255.49422291975904,215.491882113452,Healthcare,6,No,9.0,12.0,8.0,18.0
6,18237.251660059166,1197.136357224096,460.94304234070705,1191.3194737756191,1652.262516116326,-1095.7660341256988,20006.809881876223,21659.07239799255,Non-Composite Rolled Steel with PCC Planks,51685930.4713,93312.0,104953837.9309874,361.8015132987696,218.28501580905987,Healthcare,6,No,9.0,12.0,8.0,18.0
7,16461.33835059045,1186.9450363927224,305.0361139916267,788.671291058456,1093.7074050500826,-2762.029716098801,18236.570554420414,19330.277959470488,Composite Rolled Steel with Metal Decking,51079133.38,93312.0,73020547.89369915,357.55393365997287,199.26830941444172,Healthcare,6,No,9.0,12.0,8.0,18.0
8,18710.73988145364,1484.4121696483598,317.35352811760174,820.5807704561536,1137.934298573755,-3446.394583239373,20819.133165001072,21957.067463574833,Composite Cell Beams with Metal Decking,63035883.0126,93312.0,75478244.33290103,441.25118108850575,227.8419104304867,Healthcare,6,No,9.0,12.0,8.0,18.0
9,14423.960761428505,2462.0415577526255,207.99612127691202,13086.788994200695,13294.785115477607,-6316.960049077483,17384.28092723526,18199.418336290848,Steel Frame with CLT Slabs,60948013.6526,93312.0,53562574.95262923,426.63609556853396,190.87488236029444,Healthcare,6,No,9.0,12.0,8.0,18.0
10,10595.064731356344,2225.3051729296135,209.36464803358365,19737.719556951815,19947.08420498539,-6130.180763960364,13352.278093210682,14208.660218196077,"CLT, Glulam and Steel Column Hybrid",70682970.5775,93312.0,53857397.73870687,494.78079404277025,148.39526413808997,Healthcare,6,No,9.0,12.0,8.0,18.0
