,A1-A3,A4,C2,C3 / C4,C2 to C4,D,Total A1-A5w,Total A-C,Typology,Cost,GIA,Total Kg,A5atCO2,A1_A5_kgCO2e_msq,Building Use,Storeys,Has Basement,Grid_X,Grid_Y,Bays_X,Bays_Y
0,133167.965866192,4960.412024961039,3912.1304172833957,10106.28794919975,14018.418366483147,13648.700117332191,146177.59216492064,160196.0105314038,RC Flat Slab,189826746.3649,391391.0,829017812.8459934,1328.7872245541691,376.8772899465619,Office,23,No,7.0,13.0,11.0,17.0
1,110034.76434976063,4062.1337736574696,3279.985800315875,8473.326196476895,11753.31199679277,10590.41775699111,120756.37001601481,132509.6820128076,PT RC Flat Slab,206668863.8923,391391.0,689314896.0169244,1446.682047246277,312.22754755030417,Office,23,No,7.0,13.0,11.0,17.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,391391.0,0.0,0.0,,Office,23,No,7.0,13.0,11.0,17.0
3,107125.19252143872,4110.790373616533,2603.0931401616426,6724.770889570781,9327.864029732424,19716.765019427963,117617.1782949292,126945.04232466158,Two-way RC Slab,174707340.089,391391.0,548075743.4743931,1222.9513806226776,303.63531526159744,Office,23,No,7.0,13.0,11.0,17.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,391391.0,0.0,0.0,,Office,23,No,7.0,13.0,11.0,17.0
5,99584.78227751925,3593.0352005812283,2892.1476046186744,7471.459024283433,10363.606628902106,9704.968606524752,108232.69304476236,118596.2996736645,Precast Hollowcore with In-situ RC Beams,169749519.0495,391391.0,604510319.821379,1188.2466333466346,279.5693812021968,Office,23,No,7.0,13.0,11.0,17.0
6,106625.15297201727,7419.091653363685,2394.5901028227927,6187.690308819465,8582.280411642258,-8779.485287419373,117403.63628417141,125985.91669581363,Non-Composite Rolled Steel with PCC Planks,282895984.6305,391391.0,506423741.63819456,1980.2718924138464,305.02466376739693,Office,23,No,7.0,13.0,11.0,17.0
7,88730.0572075987,6505.314661454549,1543.062886706893,3988.192671757158,5531.25555846405,-14316.518756881995,98389.83904193097,103921.094600395,Composite Rolled Steel with Metal Decking,257528738.7211,391391.0,330115505.6185817,1802.7011710479521,255.99091500054658,Office,23,No,7.0,13.0,11.0,17.0
8,88616.81256481449,6529.084157798251,1519.2189627181579,3926.615501419263,5445.8344641374215,-14329.524125023776,98273.32535579197,103719.15981992938,Composite Cell Beams with Metal Decking,267890955.9711,391391.0,322379433.23549736,1875.2366917976485,255.87855123799375,Office,23,No,7.0,13.0,11.0,17.0
9,67275.18269417311,9558.296877777677,1024.102861666651,45413.22468725566,46437.327548922294,-22831.88909071836,79292.52233934573,83199.49249785011,Steel Frame with CLT Slabs,251248345.8384,391391.0,223009629.98963624,1758.7384208684937,207.08514186635418,Office,23,No,7.0,13.0,11.0,17.0
10,59339.43078374289,10020.621535129172,1125.5831292902692,80902.76221789548,82028.34534718574,-25960.16630682145,72221.5273242505,76685.22577543627,"CLT, Glulam and Steel Column Hybrid",231602203.4685,391391.0,243618588.3826461,1621.215424279662,188.66745210934891,Office,23,No,7.0,13.0,11.0,17.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Flat Slab,,314041.0,0.0,0.0,,Office,28,Yes,7.0,13.0,17.0,7.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT RC Flat Slab,,314041.0,0.0,0.0,,Office,28,Yes,7.0,13.0,17.0,7.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RC Rib Slab,,314041.0,0.0,0.0,,Office,28,Yes,7.0,13.0,17.0,7.0
3,106438.80377373313,4538.863675904861,2714.011809533978,7011.13813884305,9725.14994837703,17418.833689114075,117339.45591976815,127064.6058681452,Two-way RC Slab,169358759.4531,314041.0,664965769.7486888,1185.5113161716959,377.4187677275893,Office,28,Yes,7.0,13.0,17.0,7.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,One-Way Spanning RC,,314041.0,0.0,0.0,,Office,28,Yes,7.0,13.0,17.0,7.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Precast Hollowcore with In-situ RC Beams,,314041.0,0.0,0.0,,Office,28,Yes,7.0,13.0,17.0,7.0
6,104541.16366638656,7392.831100347315,2439.7055102777695,6303.8783162451155,8743.583826522887,-6592.0749622451085,115703.5906421132,124447.17446863608,Non-Composite Rolled Steel with PCC Planks,260348324.9521,314041.0,609056962.5057989,1822.4382746647952,374.2378508436095,Office,28,Yes,7.0,13.0,17.0,7.0
7,87837.57083088584,6458.101530593165,1719.673440010209,4443.972229839457,6163.645669849667,-10594.444475348067,97787.25614688799,103950.90181673766,Composite Rolled Steel with Metal Decking,233951555.2641,314041.0,458044993.8267473,1637.6608868485266,316.5985238670636,Office,28,Yes,7.0,13.0,17.0,7.0
8,89144.3290158178,6597.075539854546,1728.4935981609908,4466.794159412322,6195.287757573313,-10726.214606616262,99269.26733082702,105464.55508840035,Composite Cell Beams with Metal Decking,245507484.8015,314041.0,459872980.9992541,1718.5523936102304,321.57527114114794,Office,28,Yes,7.0,13.0,17.0,7.0
9,70225.39661934877,8746.10711803807,1295.8284475767907,36479.75416408483,37775.58261166161,-17185.81662847689,81877.03674656205,86704.2001941055,Steel Frame with CLT Slabs,226425081.0608,314041.0,367911629.99037504,1584.9755674259284,265.76788481118064,Office,28,Yes,7.0,13.0,17.0,7.0
10,67615.97748875288,9234.425211161166,1478.3241939758966,64241.96608719971,65720.29028117562,-19270.08315536107,80280.77550142442,85911.45791060007,"CLT, Glulam and Steel Column Hybrid",209428588.4024,314041.0,405430626.99221545,1466.0001188165652,260.3060607380596,Office,28,Yes,7.0,13.0,17.0,7.0
0,26660.888852362197,1002.1116695257921,790.6248550386606,2042.6081472078865,2833.2330022465467,2768.5748540978957,29276.458977498325,32109.69197974487,RC Flat Slab,44698882.1952,131040.0,167193403.9371863,312.8921753663616,225.8039617892604,Residential,13,No,6.0,10.0,12.0,14.0
1,21169.259858958805,803.2230907799004,647.7241657965199,1673.4657805615225,2321.189946358042,1928.4870586422437,23257.269348213857,25578.4592945719,PT RC Flat Slab,47407571.6504,131040.0,138572286.20174494,331.8530015527997,180.01466994632673,Residential,13,No,6.0,10.0,12.0,14.0
2,17156.381279102756,662.7079471291829,511.1732575507394,1320.7262262256754,1831.8994837764144,1826.1499791251842,18858.140606270506,20690.040090046918,RC Rib Slab,42194434.4723,131040.0,110278961.7915304,295.3610413062612,146.16530561337584,Residential,13,No,6.0,10.0,12.0,14.0
3,20490.203465518014,805.3156034923775,526.409539525295,1360.0847290908964,1886.494268616191,3474.7387364943124,22521.71035004919,24408.204618665382,Two-way RC Slab,40292497.1324,131040.0,113322144.43959607,282.0474799270229,174.02135096135694,Residential,13,No,6.0,10.0,12.0,14.0
